Category,City,Country,Customer_ID,Customer_Name,Discount,Order_Date,Order_ID,Order_Priority,Product_ID,Product_Name,Profit,Quantity,Region,Segment,Ship_Date,Ship_Mode,Shipping_Cost,Sub_Category,weeknum
Furniture,San Francisco,United States,AS-100454,Aaron Smayling,0.15,2013-09-26 00:00:00.000,CA-2013-148747,Critical,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",84.294,2,West,Corporate,2013-09-28 00:00:00.000,First Class,43.01,Bookcases,39
Furniture,Phoenix,United States,AB-101054,Adrian Barton,0.5,2013-09-26 00:00:00.000,US-2013-122245,Medium,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,-204.4458,3,West,Consumer,2013-10-01 00:00:00.000,Standard Class,22.1,Tables,39
Furniture,Hesperia,United States,SH-199754,Sally Hughsby,0.15,2013-09-27 00:00:00.000,US-2013-146794,High,FUR-BO-10004467,Bestar Classic Bookcase,19.998,5,West,Corporate,2013-10-02 00:00:00.000,Standard Class,51.16,Bookcases,39
Furniture,Baltimore,United States,MS-178304,Melanie Seite,0.3,2013-10-05 00:00:00.000,CA-2013-131296,High,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",-23.9372,2,East,Consumer,2013-10-10 00:00:00.000,Standard Class,40.55,Tables,40
Furniture,Aurora,United States,NC-186254,Noah Childs,0.5,2013-10-14 00:00:00.000,US-2013-100839,High,FUR-TA-10004575,Hon 5100 Series Wood Tables,-465.568,5,West,Corporate,2013-10-18 00:00:00.000,Standard Class,156.46,Tables,42
Furniture,Fresno,United States,MG-178904,Michael Granlund,0.15,2013-10-18 00:00:00.000,CA-2013-163972,Medium,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",21.294,2,West,Home Office,2013-10-22 00:00:00.000,Standard Class,8.07,Bookcases,42
Furniture,Charlotte,United States,ER-138554,Elpida Rittenbach,0.4,2013-11-05 00:00:00.000,CA-2013-162236,Critical,FUR-TA-10002533,BPI Conference Tables,-292.1,10,South,Corporate,2013-11-07 00:00:00.000,Second Class,278.5,Tables,45
Furniture,Burlington,United States,ON-187154,Odella Nelson,0.4,2013-11-16 00:00:00.000,CA-2013-130820,High,FUR-TA-10001768,Hon Racetrack Conference Tables,-199.5076,4,South,Corporate,2013-11-16 00:00:00.000,Same Day,86.69,Tables,46
Furniture,Los Angeles,United States,MS-173654,Maribeth Schnelling,0.15,2013-11-27 00:00:00.000,CA-2013-107104,Medium,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,160.3136,8,West,Consumer,2013-12-01 00:00:00.000,Standard Class,335.64,Bookcases,48
Office Supplies,Lincoln Park,United States,VB-217454,Victoria Brennan,0.1,2013-11-28 00:00:00.000,CA-2013-162313,Medium,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,29.7408,6,Central,Corporate,2013-12-01 00:00:00.000,First Class,14.1,Appliances,48
Furniture,Fort Lauderdale,United States,HF-149954,Herbert Flentye,0.45,2013-11-28 00:00:00.000,CA-2013-104276,Medium,FUR-TA-10001039,KI Adjustable-Height Table,-114.3534,7,South,Consumer,2013-12-04 00:00:00.000,Standard Class,22.59,Tables,48
Furniture,Franklin,United States,EJ-141554,Eva Jacobs,0.3,2013-12-02 00:00:00.000,CA-2013-142594,Medium,FUR-TA-10001095,Chromcraft Round Conference Tables,-47.0583,3,East,Consumer,2013-12-07 00:00:00.000,Second Class,28.24,Tables,49
Furniture,Morgan Hill,United States,RD-197204,Roger Demir,0.15,2013-12-04 00:00:00.000,CA-2013-149762,High,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,-12.098,2,West,Consumer,2013-12-08 00:00:00.000,Standard Class,34.5,Bookcases,49
Office Supplies,Jackson,United States,LH-171554,Logan Haushalter,0.1,2013-12-10 00:00:00.000,CA-2013-133340,Medium,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",23.3954,1,Central,Consumer,2013-12-14 00:00:00.000,Standard Class,3.33,Appliances,50
Furniture,Franklin,United States,DK-128354,Damala Kotsonis,0.4,2013-12-10 00:00:00.000,US-2013-161844,Medium,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,-29.3238,3,South,Corporate,2013-12-15 00:00:00.000,Second Class,7.8,Tables,50
Furniture,Springfield,United States,MP-181754,Mike Pelletier,0.5,2013-12-16 00:00:00.000,US-2013-127334,Medium,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-304.6653,3,West,Home Office,2013-12-22 00:00:00.000,Standard Class,26.61,Tables,51
Furniture,Salem,United States,AH-101204,Adrian Hane,0.5,2013-12-19 00:00:00.000,CA-2013-145261,Medium,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",-264.215,5,West,Home Office,2013-12-22 00:00:00.000,First Class,55.53,Tables,51
Furniture,Tucson,United States,ES-140804,Erin Smith,0.5,2013-12-20 00:00:00.000,CA-2013-134936,Medium,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",-218.8656,6,West,Corporate,2013-12-26 00:00:00.000,Standard Class,21.28,Tables,51
Furniture,Phoenix,United States,LW-168254,Laurel Workman,0.5,2013-12-26 00:00:00.000,CA-2013-109827,Medium,FUR-TA-10002607,KI Conference Tables,-24.1026,1,West,Corporate,2014-01-02 00:00:00.000,Standard Class,1.16,Tables,52
Technology,Jacksonville,United States,AS-100454,Aaron Smayling,0.5,2014-01-03 00:00:00.000,CA-2014-113481,High,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,-27.828,2,South,Corporate,2014-01-05 00:00:00.000,First Class,160.19,Machines,1
Technology,Detroit,United States,BW-111104,Bart Watters,0.1,2014-01-08 00:00:00.000,CA-2014-159366,Medium,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,679.996,2,Central,Corporate,2014-01-11 00:00:00.000,First Class,471.22,Machines,2
Technology,Jackson,United States,MH-181154,Mick Hernandez,0.1,2014-01-22 00:00:00.000,CA-2014-127026,Medium,TEC-MA-10002981,I.R.I.S IRISCard Anywhere 5 Card Scanner,152.0883,3,Central,Home Office,2014-01-28 00:00:00.000,Standard Class,3.27,Machines,4
Furniture,Laguna Niguel,United States,MP-181754,Mike Pelletier,0.15,2014-02-11 00:00:00.000,CA-2014-124086,Medium,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",16.7986,2,West,Home Office,2014-02-15 00:00:00.000,Standard Class,12.8,Bookcases,7
Furniture,Gilbert,United States,KM-163754,Katherine Murray,0.5,2014-02-21 00:00:00.000,CA-2014-135937,Low,FUR-TA-10001039,KI Adjustable-Height Table,-185.7168,9,West,Home Office,2014-02-28 00:00:00.000,Standard Class,44.06,Tables,8
Furniture,San Francisco,United States,NC-185354,Nick Crebassa,0.15,2014-04-02 00:00:00.000,CA-2014-149881,Medium,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",85.176,8,West,Corporate,2014-04-04 00:00:00.000,First Class,19.55,Bookcases,14
Furniture,Tampa,United States,CS-124004,Christopher Schild,0.45,2014-04-08 00:00:00.000,US-2014-100930,Medium,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-248.2458,3,South,Home Office,2014-04-13 00:00:00.000,Standard Class,65.65,Tables,15
Furniture,Tampa,United States,CS-124004,Christopher Schild,0.45,2014-04-08 00:00:00.000,US-2014-100930,Medium,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,-102.048,2,South,Home Office,2014-04-13 00:00:00.000,Standard Class,17.75,Tables,15
Furniture,San Jose,United States,JE-157454,Joel Eaton,0.15,2014-04-17 00:00:00.000,CA-2014-108070,High,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,-6.049,1,West,Consumer,2014-04-21 00:00:00.000,Standard Class,6.94,Bookcases,16
Furniture,Los Angeles,United States,RL-196154,Rob Lucas,0.15,2014-04-26 00:00:00.000,CA-2014-159226,Critical,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",28.4102,7,West,Consumer,2014-04-28 00:00:00.000,Second Class,78.44,Bookcases,17
Furniture,Jacksonville,United States,CJ-120104,Caroline Jumper,0.45,2014-05-02 00:00:00.000,CA-2014-102204,Medium,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,-458.1468,4,South,Consumer,2014-05-07 00:00:00.000,Standard Class,49.45,Tables,18
Office Supplies,Detroit,United States,RW-195404,Rick Wilson,0.1,2014-05-08 00:00:00.000,CA-2014-141733,High,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,18.4604,2,Central,Corporate,2014-05-12 00:00:00.000,Standard Class,6.21,Appliances,19
Furniture,Los Angeles,United States,MG-176804,Maureen Gastineau,0.15,2014-06-09 00:00:00.000,US-2014-109316,Medium,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",140.9568,2,West,Home Office,2014-06-11 00:00:00.000,First Class,231.11,Bookcases,24
Furniture,Los Angeles,United States,MT-180704,Michelle Tran,0.15,2014-06-11 00:00:00.000,CA-2014-140963,High,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,-30.245,5,West,Home Office,2014-06-14 00:00:00.000,First Class,74.4,Bookcases,24
Furniture,Nashville,United States,TS-212054,Thomas Seio,0.4,2014-06-16 00:00:00.000,CA-2014-119284,Medium,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",-28.224,2,South,Corporate,2014-06-21 00:00:00.000,Standard Class,7.38,Tables,25
Furniture,Los Angeles,United States,CC-126704,Craig Carreira,0.15,2014-06-19 00:00:00.000,CA-2014-112753,High,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",75.5937,9,West,Consumer,2014-06-24 00:00:00.000,Standard Class,126.97,Bookcases,25
Furniture,Los Angeles,United States,JC-157754,John Castell,0.15,2014-07-01 00:00:00.000,CA-2014-109393,High,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",5.1294,3,West,Consumer,2014-07-03 00:00:00.000,Second Class,52.12,Bookcases,27
Furniture,Wilmington,United States,MM-172604,Magdelene Morse,0.3,2014-07-16 00:00:00.000,CA-2014-166142,Medium,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,-48.7839,3,East,Consumer,2014-07-20 00:00:00.000,Standard Class,30.32,Tables,29
Furniture,Apple Valley,United States,AJ-107954,Anthony Johnson,0.15,2014-07-18 00:00:00.000,CA-2014-142342,High,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",210.735,5,West,Corporate,2014-07-20 00:00:00.000,Second Class,140.75,Bookcases,29
Furniture,Phoenix,United States,ML-174104,Maris LaWare,0.5,2014-07-19 00:00:00.000,US-2014-142573,Medium,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-448.896,5,West,Consumer,2014-07-24 00:00:00.000,Standard Class,18.2,Tables,29
Furniture,Franklin,United States,AR-104054,Allen Rosenblatt,0.3,2014-08-28 00:00:00.000,US-2014-134481,Medium,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-297.6848,7,East,Corporate,2014-09-02 00:00:00.000,Standard Class,138.1,Tables,35
Furniture,Concord,United States,JK-157304,Joe Kamberova,0.15,2014-09-04 00:00:00.000,US-2014-153255,Medium,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",14.098,2,West,Consumer,2014-09-08 00:00:00.000,Second Class,6.46,Bookcases,36
Furniture,Knoxville,United States,Dp-132404,Dean percer,0.4,2014-10-03 00:00:00.000,US-2014-162558,High,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,-1002.7836,7,South,Home Office,2014-10-06 00:00:00.000,First Class,102.98,Tables,40
Furniture,Charlotte,United States,Dp-132404,Dean percer,0.4,2014-10-08 00:00:00.000,CA-2014-148404,High,FUR-TA-10001039,KI Adjustable-Height Table,-36.1116,3,South,Home Office,2014-10-12 00:00:00.000,Standard Class,13.95,Tables,41
Furniture,San Francisco,United States,DC-132854,Debra Catini,0.15,2014-10-08 00:00:00.000,CA-2014-104003,Medium,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,-14.4784,2,West,Consumer,2014-10-14 00:00:00.000,Standard Class,15.9,Bookcases,41
Furniture,Wheeling,United States,NF-183854,Natalie Fritzler,0.3,2014-10-13 00:00:00.000,CA-2014-130505,Medium,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-76.9536,3,East,Consumer,2014-10-13 00:00:00.000,Same Day,56.9,Tables,42
Furniture,Columbia,United States,VP-217604,Victoria Pisteka,0.4,2014-10-17 00:00:00.000,CA-2014-159100,Medium,FUR-TA-10001950,Balt Solid Wood Round Tables,-968.8833,7,South,Corporate,2014-10-22 00:00:00.000,Standard Class,48.15,Tables,42
Furniture,Redmond,United States,DW-131954,David Wiener,0.5,2014-10-23 00:00:00.000,CA-2014-101581,Medium,FUR-TA-10002607,KI Conference Tables,-120.513,5,West,Corporate,2014-10-28 00:00:00.000,Standard Class,8.14,Tables,43
Furniture,Cranston,United States,AH-100754,Adam Hart,0.3,2014-10-24 00:00:00.000,CA-2014-125451,Critical,FUR-TA-10001039,KI Adjustable-Height Table,-13.7568,4,East,Corporate,2014-10-25 00:00:00.000,First Class,68.01,Tables,43
Furniture,Cranston,United States,AH-100754,Adam Hart,0.3,2014-10-24 00:00:00.000,CA-2014-125451,Critical,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-127.5792,3,East,Corporate,2014-10-25 00:00:00.000,First Class,188.95,Tables,43
Furniture,San Francisco,United States,JO-151454,Jack O'Briant,0.15,2014-10-28 00:00:00.000,CA-2014-130764,Medium,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",6.549,5,West,Corporate,2014-10-29 00:00:00.000,First Class,74.9,Bookcases,44
Technology,Burlington,United States,GT-146354,Grant Thornton,0.5,2014-11-05 00:00:00.000,US-2014-168116,High,TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,-3839.9904,4,South,Corporate,2014-11-05 00:00:00.000,Same Day,674.82,Machines,45
Furniture,Greensboro,United States,KL-165554,Kelly Lampkin,0.4,2014-11-05 00:00:00.000,CA-2014-147760,Medium,FUR-TA-10004575,Hon 5100 Series Wood Tables,-192.0468,3,South,Corporate,2014-11-06 00:00:00.000,First Class,131.23,Tables,45
Furniture,San Francisco,United States,BD-115004,Bradley Drucker,0.15,2014-11-26 00:00:00.000,US-2014-133312,Medium,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",-29.6058,3,West,Consumer,2014-11-30 00:00:00.000,Standard Class,30.6,Bookcases,48
Furniture,Burlington,United States,SC-203804,Shahid Collister,0.4,2014-12-01 00:00:00.000,CA-2014-142090,Medium,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,-653.2834,7,South,Consumer,2014-12-08 00:00:00.000,Standard Class,113.45,Tables,49
Technology,Nashville,United States,LR-169154,Lena Radford,0.5,2014-12-05 00:00:00.000,CA-2014-109183,Medium,TEC-MA-10001856,Okidata C610n Printer,-272.58,2,South,Consumer,2014-12-10 00:00:00.000,Standard Class,31.87,Machines,49
Furniture,San Francisco,United States,KH-165104,Keith Herrera,0.15,2014-12-09 00:00:00.000,CA-2014-117457,Medium,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,31.4548,13,West,Consumer,2014-12-13 00:00:00.000,Standard Class,88.47,Bookcases,50
Furniture,Salinas,United States,DB-129104,Daniel Byrd,0.15,2014-12-10 00:00:00.000,CA-2014-141201,High,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,15.6978,3,West,Home Office,2014-12-12 00:00:00.000,Second Class,21.5,Bookcases,50
Furniture,Jacksonville,United States,DV-130454,Darrin Van Huff,0.45,2014-12-12 00:00:00.000,CA-2014-168389,Medium,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-420.0,6,South,Corporate,2014-12-18 00:00:00.000,Standard Class,32.78,Tables,50
Furniture,Lawrence,United States,BF-111704,Ben Ferrer,0.3,2014-12-15 00:00:00.000,CA-2014-151799,High,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-52.6582,2,East,Home Office,2014-12-19 00:00:00.000,Standard Class,75.37,Tables,51
Furniture,Encinitas,United States,RA-199154,Russell Applegate,0.15,2014-12-19 00:00:00.000,CA-2014-140585,Medium,FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",-12.6882,1,West,Consumer,2014-12-24 00:00:00.000,Second Class,13.47,Bookcases,51
Furniture,Mesa,United States,AG-103304,Alex Grayson,0.5,2014-12-23 00:00:00.000,CA-2014-142909,High,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",-135.087,2,West,Consumer,2014-12-26 00:00:00.000,Second Class,26.82,Tables,52
Furniture,Jackson,United States,JL-151304,Jack Lebron,0.4,2014-12-23 00:00:00.000,CA-2014-150910,Medium,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",-249.3216,6,South,Consumer,2014-12-29 00:00:00.000,Standard Class,21.21,Tables,52
Technology,Hialeah,United States,JH-154304,Jennifer Halladay,0.5,2014-12-26 00:00:00.000,CA-2014-105620,Medium,TEC-MA-10004626,Lexmark 20R1285 X6650 Wireless All-in-One Printer,-7.2,2,South,Consumer,2014-12-29 00:00:00.000,First Class,12.42,Machines,52
Furniture,Scottsdale,United States,TS-213404,Toby Swindell,0.7,2011-01-20 00:00:00.000,CA-2011-146591,Medium,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-320.597,5,West,Consumer,2011-01-21 00:00:00.000,First Class,29.68,Bookcases,4
Technology,Springfield,United States,JA-159704,Joseph Airdo,0.7,2011-09-17 00:00:00.000,CA-2011-131947,Medium,TEC-MA-10004086,Plantronics Single Ear Headset,-21.945,5,West,Consumer,2011-09-22 00:00:00.000,Standard Class,1.72,Machines,38
Furniture,Mesa,United States,TG-213104,Toby Gnade,0.7,2012-07-14 00:00:00.000,CA-2012-143364,Medium,FUR-BO-10001608,"Hon Metal Bookcases, Black",-191.646,6,West,Consumer,2012-07-19 00:00:00.000,Second Class,8.59,Bookcases,28
Furniture,Portland,United States,JF-154904,Jeremy Farry,0.7,2012-10-05 00:00:00.000,CA-2012-133445,High,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",-103.8606,1,West,Consumer,2012-10-09 00:00:00.000,Standard Class,9.46,Bookcases,40
Technology,Denver,United States,FA-142304,Frank Atkinson,0.7,2012-10-30 00:00:00.000,US-2012-131359,Medium,TEC-MA-10000597,Lexmark S315 Color Inkjet Printer,-45.9954,2,West,Corporate,2012-11-02 00:00:00.000,Second Class,6.72,Machines,44
Furniture,Aurora,United States,MM-180554,Michelle Moray,0.7,2012-11-20 00:00:00.000,US-2012-165743,Medium,FUR-BO-10002268,Sauder Barrister Bookcases,-247.7988,6,West,Consumer,2012-11-23 00:00:00.000,Second Class,2.14,Bookcases,47
Furniture,Colorado Springs,United States,IM-150704,Irene Maddox,0.7,2012-12-11 00:00:00.000,CA-2012-104346,Medium,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",-143.7904,4,West,Consumer,2012-12-16 00:00:00.000,Standard Class,1.99,Bookcases,50
Furniture,Colorado Springs,United States,JR-156704,Jim Radford,0.7,2012-12-24 00:00:00.000,US-2012-103471,High,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",-786.744,7,West,Consumer,2012-12-28 00:00:00.000,Standard Class,74.06,Bookcases,52
Furniture,Littleton,United States,BT-114404,Bobby Trafton,0.7,2013-03-20 00:00:00.000,CA-2013-106383,High,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",-98.8018,1,West,Consumer,2013-03-22 00:00:00.000,Second Class,11.9,Bookcases,12
Technology,Pueblo,United States,LB-167954,Laurel Beltran,0.7,2013-10-07 00:00:00.000,US-2013-157490,High,TEC-MA-10001695,Zebra GK420t Direct Thermal/Thermal Transfer Printer,-938.28,6,West,Home Office,2013-10-08 00:00:00.000,First Class,199.5,Machines,41
Furniture,Denver,United States,CC-126104,Corey Catlett,0.7,2013-10-11 00:00:00.000,CA-2013-157707,Medium,FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",-190.8522,3,West,Corporate,2013-10-13 00:00:00.000,First Class,5.94,Bookcases,41
Technology,Portland,United States,NW-184004,Natalie Webber,0.7,2013-11-04 00:00:00.000,CA-2013-159023,High,TEC-MA-10003337,Okidata B401 Printer,-251.9874,3,West,Consumer,2013-11-06 00:00:00.000,First Class,38.91,Machines,45
Technology,Phoenix,United States,LW-168254,Laurel Workman,0.7,2013-12-26 00:00:00.000,CA-2013-109827,Medium,TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,-386.957,2,West,Corporate,2014-01-02 00:00:00.000,Standard Class,18.05,Machines,52
Technology,Louisville,United States,SR-204254,Sharelle Roach,0.7,2014-04-18 00:00:00.000,CA-2014-134845,Medium,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,-3399.98,5,West,Home Office,2014-04-24 00:00:00.000,Standard Class,120.31,Machines,16
Furniture,Louisville,United States,LH-170204,Lisa Hazard,0.7,2014-05-06 00:00:00.000,CA-2014-105991,High,FUR-BO-10004467,Bestar Classic Bookcase,-152.9847,3,West,Consumer,2014-05-07 00:00:00.000,First Class,8.44,Bookcases,19
Furniture,Phoenix,United States,TS-213704,Todd Sumrall,0.7,2014-05-12 00:00:00.000,US-2014-139647,High,FUR-BO-10004467,Bestar Classic Bookcase,-356.9643,7,West,Corporate,2014-05-14 00:00:00.000,First Class,30.17,Bookcases,20
Furniture,Springfield,United States,JR-162104,Justin Ritter,0.7,2014-09-20 00:00:00.000,CA-2014-143378,Medium,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-128.2388,2,West,Corporate,2014-09-26 00:00:00.000,Standard Class,5.0,Bookcases,38
Furniture,Fort Collins,United States,AP-109154,Arthur Prichep,0.7,2014-09-24 00:00:00.000,US-2014-132059,Low,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",-240.784,2,West,Consumer,2014-09-30 00:00:00.000,Standard Class,23.96,Bookcases,39
Furniture,Springfield,United States,JK-160904,Juliana Krohn,0.7,2014-10-03 00:00:00.000,CA-2014-141117,Medium,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-384.7164,6,West,Consumer,2014-10-09 00:00:00.000,Standard Class,14.05,Bookcases,40
Technology,Yuma,United States,GH-144104,Gary Hansen,0.7,2014-10-17 00:00:00.000,CA-2014-159282,Medium,TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,-479.988,5,West,Home Office,2014-10-22 00:00:00.000,Standard Class,31.24,Machines,42
Technology,Tucson,United States,AB-106004,Ann Blume,0.7,2014-11-11 00:00:00.000,US-2014-155425,High,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,-63.996,2,West,Corporate,2014-11-12 00:00:00.000,First Class,19.24,Machines,46
Furniture,Denver,United States,BS-113804,Bill Stewart,0.7,2014-12-03 00:00:00.000,US-2014-112347,Medium,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,-363.528,8,West,Corporate,2014-12-07 00:00:00.000,Standard Class,10.93,Bookcases,49
Furniture,Parker,United States,TS-215054,Tony Sayre,0.7,2014-12-20 00:00:00.000,CA-2014-116946,Medium,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-183.6324,7,West,Consumer,2014-12-24 00:00:00.000,Standard Class,9.21,Bookcases,51
Office Supplies,Scottsdale,United States,TS-213404,Toby Swindell,0.7,2011-01-20 00:00:00.000,CA-2011-146591,Medium,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-23.716,10,West,Consumer,2011-01-21 00:00:00.000,First Class,6.03,Binders,4
Office Supplies,Pueblo,United States,SV-207854,Stewart Visinsky,0.7,2011-06-21 00:00:00.000,US-2011-160780,High,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",-16.776,2,West,Consumer,2011-06-21 00:00:00.000,Same Day,1.43,Binders,26
Office Supplies,Pueblo,United States,SV-207854,Stewart Visinsky,0.7,2011-06-21 00:00:00.000,US-2011-160780,High,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",-8.1312,7,West,Consumer,2011-06-21 00:00:00.000,Same Day,1.96,Binders,26
Office Supplies,Phoenix,United States,TB-212804,Toby Braunhardt,0.7,2011-06-22 00:00:00.000,CA-2011-133389,Medium,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,-6.0324,3,West,Consumer,2011-06-22 00:00:00.000,Same Day,1.01,Binders,26
Office Supplies,Tucson,United States,AG-109004,Arthur Gainer,0.7,2011-07-23 00:00:00.000,US-2011-119137,High,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,-5.712,5,West,Consumer,2011-07-27 00:00:00.000,Standard Class,1.15,Binders,30
Office Supplies,Phoenix,United States,RD-197204,Roger Demir,0.7,2011-08-09 00:00:00.000,CA-2011-161249,Medium,OFF-BI-10001097,Avery Hole Reinforcements,-6.5415,5,West,Consumer,2011-08-13 00:00:00.000,Standard Class,0.82,Binders,33
Office Supplies,Salem,United States,TB-212504,Tim Brockman,0.7,2011-12-08 00:00:00.000,CA-2011-129364,Medium,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-4.5192,4,West,Consumer,2011-12-13 00:00:00.000,Standard Class,0.78,Binders,50
Office Supplies,Phoenix,United States,RF-193454,Randy Ferguson,0.7,2011-12-13 00:00:00.000,CA-2011-124079,Medium,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-4.1712,2,West,Corporate,2011-12-17 00:00:00.000,Standard Class,0.34,Binders,51
Office Supplies,Colorado Springs,United States,KL-165554,Kelly Lampkin,0.7,2011-12-26 00:00:00.000,CA-2011-111451,Critical,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,-62.88,5,West,Corporate,2011-12-28 00:00:00.000,First Class,20.47,Binders,53
Office Supplies,Phoenix,United States,RP-193904,Resi Pölking,0.7,2011-12-27 00:00:00.000,CA-2011-148383,High,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,-694.2936,6,West,Consumer,2011-12-31 00:00:00.000,Standard Class,179.87,Binders,53
Office Supplies,Phoenix,United States,MF-176654,Maureen Fritzler,0.7,2011-12-30 00:00:00.000,US-2011-169789,Medium,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,-459.9875,5,West,Corporate,2012-01-04 00:00:00.000,Standard Class,38.25,Binders,53
Office Supplies,Colorado Springs,United States,SP-206204,Stefania Perrino,0.7,2012-01-06 00:00:00.000,CA-2012-149636,Low,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,-1.3566,2,West,Corporate,2012-01-12 00:00:00.000,Standard Class,0.13,Binders,1
Office Supplies,Phoenix,United States,EB-138704,Emily Burns,0.7,2012-05-23 00:00:00.000,US-2012-110569,Low,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,-12.796,7,West,Consumer,2012-05-30 00:00:00.000,Standard Class,1.4,Binders,21
